T, [([], '1'), ('A', '1')],0,1
A', [([], '1'), ('A', '0')],1,1
B', [([], '1'), ('B', '0')],1,1
C', [([], '1'), ('C', '0')],1,1
D', [([], '1'), ('D', '0')],1,1
A, [([], '0'), ('A', '1')],1,1
F, [([], '0'), ('A', '0')],0,1
B, [([], '0'), ('B', '1')],1,1
C, [([], '0'), ('C', '1')],1,1
D, [([], '0'), ('D', '1')],1,1
A'B', [([], '1'), ('A', '0'), ('B', '0')],2,2
A'C', [([], '1'), ('A', '0'), ('C', '0')],2,2
A'D', [([], '1'), ('A', '0'), ('D', '0')],2,2
B'C', [([], '1'), ('B', '0'), ('C', '0')],2,2
B'D', [([], '1'), ('B', '0'), ('D', '0')],2,2
C'D', [([], '1'), ('C', '0'), ('D', '0')],2,2
A+B, [([], '0'), ('A', '1'), ('B', '1')],2,2
A+C, [([], '0'), ('A', '1'), ('C', '1')],2,2
A+D, [([], '0'), ('A', '1'), ('D', '1')],2,2
B+C, [([], '0'), ('B', '1'), ('C', '1')],2,2
B+D, [([], '0'), ('B', '1'), ('D', '1')],2,2
C+D, [([], '0'), ('C', '1'), ('D', '1')],2,2
A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0')],3,3
A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0')],3,3
A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0')],3,3
B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0')],3,3
A+B+C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1')],3,3
A+B+D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1')],3,3
A+C+D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1')],3,3
B+C+D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1')],3,3
A'+B, [([], '1'), ('A', '0'), (('A', 'B'), '1')],2,3
A'+C, [([], '1'), ('A', '0'), (('A', 'C'), '1')],2,3
A'+D, [([], '1'), ('A', '0'), (('A', 'D'), '1')],2,3
A+B', [([], '1'), ('B', '0'), (('A', 'B'), '1')],2,3
B'+C, [([], '1'), ('B', '0'), (('B', 'C'), '1')],2,3
B'+D, [([], '1'), ('B', '0'), (('B', 'D'), '1')],2,3
A+C', [([], '1'), ('C', '0'), (('A', 'C'), '1')],2,3
B+C', [([], '1'), ('C', '0'), (('B', 'C'), '1')],2,3
C'+D, [([], '1'), ('C', '0'), (('C', 'D'), '1')],2,3
A+D', [([], '1'), ('D', '0'), (('A', 'D'), '1')],2,3
B+D', [([], '1'), ('D', '0'), (('B', 'D'), '1')],2,3
C+D', [([], '1'), ('D', '0'), (('C', 'D'), '1')],2,3
AB', [([], '0'), ('A', '1'), (('A', 'B'), '0')],2,3
AC', [([], '0'), ('A', '1'), (('A', 'C'), '0')],2,3
AD', [([], '0'), ('A', '1'), (('A', 'D'), '0')],2,3
A'B, [([], '0'), ('B', '1'), (('A', 'B'), '0')],2,3
BC', [([], '0'), ('B', '1'), (('B', 'C'), '0')],2,3
BD', [([], '0'), ('B', '1'), (('B', 'D'), '0')],2,3
A'C, [([], '0'), ('C', '1'), (('A', 'C'), '0')],2,3
B'C, [([], '0'), ('C', '1'), (('B', 'C'), '0')],2,3
CD', [([], '0'), ('C', '1'), (('C', 'D'), '0')],2,3
A'D, [([], '0'), ('D', '1'), (('A', 'D'), '0')],2,3
B'D, [([], '0'), ('D', '1'), (('B', 'D'), '0')],2,3
C'D, [([], '0'), ('D', '1'), (('C', 'D'), '0')],2,3
A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0')],4,4
A+B+C+D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1')],4,4
A'+B', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0')],2,4
A'B'CD', [([], '0'), ('C', '1'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('C', 'D'), '0')],4,7
AB+A'B'D, [([], '0'), ('D', '1'), (('A', 'B'), '1'), (('A', 'D'), '0'), (('B', 'D'), '0')],5,7
AC+A'C'D, [([], '0'), ('D', '1'), (('A', 'C'), '1'), (('A', 'D'), '0'), (('C', 'D'), '0')],5,7
A'B'C'D, [([], '0'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0')],4,7
BC+B'C'D, [([], '0'), ('D', '1'), (('B', 'C'), '1'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,7
A'+BC, [([], '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],3,7
A'+BD, [([], '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],3,7
B'+AC, [([], '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],3,7
B'+AD, [([], '1'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],3,7
A'+CD, [([], '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],3,7
C'+AB, [([], '1'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],3,7
C'+AD, [([], '1'), (('A', 'C'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],3,7
D'+AB, [([], '1'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],3,7
D'+AC, [([], '1'), (('A', 'D'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],3,7
B'+CD, [([], '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],3,7
C'+BD, [([], '1'), (('B', 'C'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],3,7
D'+BC, [([], '1'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],3,7
AB'+AC', [([], '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],4,7
AB'+AD', [([], '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],4,7
AC'+AD', [([], '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],4,7
BC'+BD', [([], '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],4,7
A'D'+AB'C', [([], '1'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'C'), '0')],5,8
B'D'+A'BC', [([], '1'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '0'), (('A', 'B'), '0'), (('B', 'C'), '0')],5,8
C'D'+A'B'C, [([], '1'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '0'), (('A', 'C'), '0'), (('B', 'C'), '0')],5,8
C'D'+A'B'C', [([], '1'), ('A', '1'), ('B', '1'), ('C', '0'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '0')],5,8
C'D+A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '1'), ('D', '1'), (('A', 'C'), '0'), (('C', 'D'), '0')],5,8
B+AC'+CD, [([], '0'), ('A', '1'), ('B', '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '0'), (('C', 'D'), '1')],5,8
B+AD'+CD, [([], '0'), ('A', '1'), ('B', '1'), ('C', '0'), ('D', '0'), (('A', 'D'), '0'), (('C', 'D'), '1')],5,8
A+BC'+CD, [([], '0'), ('A', '1'), ('B', '1'), ('C', '0'), ('D', '0'), (('B', 'C'), '0'), (('C', 'D'), '1')],5,8
A+BD'+CD, [([], '0'), ('A', '1'), ('B', '1'), ('C', '0'), ('D', '0'), (('B', 'D'), '0'), (('C', 'D'), '1')],5,8
C+AB'+BD, [([], '0'), ('A', '1'), ('B', '0'), ('C', '1'), ('D', '0'), (('A', 'B'), '0'), (('B', 'D'), '1')],5,8
C+AD'+BD, [([], '0'), ('A', '1'), ('B', '0'), ('C', '1'), ('D', '0'), (('A', 'D'), '0'), (('B', 'D'), '1')],5,8
A+B'C+BD, [([], '0'), ('A', '1'), ('B', '0'), ('C', '1'), ('D', '0'), (('B', 'C'), '0'), (('B', 'D'), '1')],5,8
D+AB'+BC, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), ('D', '1'), (('A', 'B'), '0'), (('B', 'C'), '1')],5,8
D+AC'+BC, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), ('D', '1'), (('A', 'C'), '0'), (('B', 'C'), '1')],5,8
A+BC+BD, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('B', 'D'), '1')],5,8
A+BC+CD, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('C', 'D'), '1')],5,8
A+BD+CD, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'D'), '1'), (('C', 'D'), '1')],5,8
C+A'B+AD, [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'D'), '1')],5,8
B+A'C+AD, [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), ('D', '0'), (('A', 'C'), '0'), (('A', 'D'), '1')],5,8
D+A'B+AC, [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), ('D', '1'), (('A', 'B'), '0'), (('A', 'C'), '1')],5,8
B+AC+AD, [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'D'), '1')],5,8
B+AC+CD, [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('C', 'D'), '1')],5,8
B+AD+CD, [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('A', 'D'), '1'), (('C', 'D'), '1')],5,8
C+AB+AD, [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), ('D', '0'), (('A', 'B'), '1'), (('A', 'D'), '1')],5,8
C+AB+BD, [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), ('D', '0'), (('A', 'B'), '1'), (('B', 'D'), '1')],5,8
C+AD+BD, [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'D'), '1')],5,8
D+AB+AC, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '1'), (('A', 'B'), '1'), (('A', 'C'), '1')],5,8
D+AB+BC, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '1'), (('A', 'B'), '1'), (('B', 'C'), '1')],5,8
D+AC+BC, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '1'), (('A', 'C'), '1'), (('B', 'C'), '1')],5,8
AB+CD, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'B'), '1'), (('C', 'D'), '1')],4,8
AC+BD, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('B', 'D'), '1')],4,8
AD+BC, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'D'), '1'), (('B', 'C'), '1')],4,8
AD+B'C'D', [([], '1'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'C'), '0'), (('A', 'C', 'D'), '1')],5,8
BD+A'C'D', [([], '1'), ('A', '0'), ('B', '1'), ('D', '0'), (('B', 'C'), '0'), (('B', 'C', 'D'), '1')],5,8
C'D+A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,8
CD'+A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],5,8
BD'+A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],5,8
AD'+B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],5,8
C+AB'+BD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],5,8
B+AC'+CD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],5,8
C+A'B+AD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), (('A', 'D'), '0'), (('A', 'B', 'D'), '0')],5,8
B+A'C+AD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), (('A', 'D'), '0'), (('A', 'C', 'D'), '0')],5,8
A+BC'+CD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,8
A+B'C+BD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), (('B', 'D'), '0'), (('B', 'C', 'D'), '0')],5,8
B+AC+AD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],5,8
A+BC+BD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,8
D+AB'+BC', [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],5,8
D+A'B+AC', [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), (('A', 'C'), '0'), (('A', 'B', 'C'), '0')],5,8
B+AC'+AD, [([], '0'), ('A', '1'), ('B', '1'), ('D', '0'), (('A', 'C'), '0'), (('A', 'C', 'D'), '1')],5,8
A+BC'+BD, [([], '0'), ('A', '1'), ('B', '1'), ('D', '0'), (('B', 'C'), '0'), (('B', 'C', 'D'), '1')],5,8
C+AB+AD', [([], '0'), ('A', '1'), ('B', '0'), ('C', '1'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],5,8
A+B'C+C'D, [([], '0'), ('A', '1'), ('B', '0'), ('C', '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,8
A+BC+CD', [([], '0'), ('A', '1'), ('B', '0'), ('C', '1'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,8
AB'+A'BC, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],5,8
A+BCD', [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],4,8
D+AB+AC', [([], '0'), ('A', '1'), ('B', '0'), ('D', '1'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],5,8
A+B'D+CD', [([], '0'), ('A', '1'), ('B', '0'), ('D', '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,8
AB'+A'BD, [([], '0'), ('A', '1'), ('B', '0'), ('D', '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,8
A+BC'D, [([], '0'), ('A', '1'), ('B', '0'), ('D', '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],4,8
C+AB'+AD, [([], '0'), ('A', '1'), ('C', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'B', 'D'), '1')],5,8
D+AB'+AC, [([], '0'), ('A', '1'), ('C', '0'), ('D', '1'), (('A', 'B'), '0'), (('A', 'B', 'C'), '1')],5,8
AC'+A'CD, [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,8
A+B'CD, [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],4,8
C+A'B+B'D, [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,8
B+A'C+C'D, [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,8
C+AB+BD', [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],5,8
B+AC+CD', [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],5,8
A'B+AB'C, [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],5,8
B+ACD', [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],4,8
D+A'B+B'C, [([], '0'), ('A', '0'), ('B', '1'), ('D', '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],5,8
B+A'D+CD', [([], '0'), ('A', '0'), ('B', '1'), ('D', '1'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],5,8
D+AB+BC', [([], '0'), ('A', '0'), ('B', '1'), ('D', '1'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],5,8
A'B+AB'D, [([], '0'), ('A', '0'), ('B', '1'), ('D', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,8
B+AC'D, [([], '0'), ('A', '0'), ('B', '1'), ('D', '0'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],4,8
A'C+ABC', [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],5,8
C+ABD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],4,8
D+ABC', [([], '0'), ('A', '0'), ('B', '0'), ('D', '1'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],4,8
A'D+ABD', [([], '0'), ('A', '0'), ('B', '0'), ('D', '1'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],5,8
D+A'C+BC', [([], '0'), ('A', '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],5,8
C+A'D+BD', [([], '0'), ('A', '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],5,8
C+AB'D, [([], '0'), ('A', '0'), ('C', '1'), ('D', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],4,8
A'C+AC'D, [([], '0'), ('A', '0'), ('C', '1'), ('D', '0'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,8
D+AB'C, [([], '0'), ('A', '0'), ('C', '0'), ('D', '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],4,8
A'D+ACD', [([], '0'), ('A', '0'), ('C', '0'), ('D', '1'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],5,8
B+A'CD, [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],4,8
BC'+B'CD, [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,8
C+A'BD, [([], '0'), ('B', '0'), ('C', '1'), ('D', '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],4,8
B'C+BC'D, [([], '0'), ('B', '0'), ('C', '1'), ('D', '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,8
D+A'BC, [([], '0'), ('B', '0'), ('C', '0'), ('D', '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],4,8
B'D+BCD', [([], '0'), ('B', '0'), ('C', '0'), ('D', '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,8
A'+B'C'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'D'), '0')],4,8
A'C'+B'C', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'C'), '0')],4,8
A'D'+B'C', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'D'), '0')],4,8
A'D'+B'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('B', 'D'), '0')],4,8
B'+A'C'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('B', 'D'), '0')],4,8
D+AB+B'C', [([], '1'), ('A', '1'), ('B', '0'), (('A', 'B'), '1'), (('A', 'C'), '0'), (('B', 'D'), '1')],5,8
C+AB+B'D', [([], '1'), ('A', '1'), ('B', '0'), (('A', 'B'), '1'), (('A', 'D'), '0'), (('B', 'C'), '1')],5,8
D+A'C+B'C', [([], '1'), ('A', '1'), ('B', '0'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('B', 'D'), '1')],5,8
C+A'D+B'D', [([], '1'), ('A', '1'), ('B', '0'), (('A', 'D'), '0'), (('B', 'C'), '1'), (('B', 'D'), '1')],5,8
A'D'+C'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('C', 'D'), '0')],4,8
C'+A'B'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('C', 'D'), '0')],4,8
D+A'B+B'C', [([], '1'), ('A', '1'), ('C', '0'), (('A', 'B'), '0'), (('B', 'C'), '1'), (('C', 'D'), '1')],5,8
B+AC+C'D', [([], '1'), ('A', '1'), ('C', '0'), (('A', 'C'), '1'), (('A', 'D'), '0'), (('B', 'C'), '1')],5,8
B+A'D+C'D', [([], '1'), ('A', '1'), ('C', '0'), (('A', 'D'), '0'), (('B', 'C'), '1'), (('C', 'D'), '1')],5,8
D'+A'B'C', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0')],4,8
C+A'B+B'D', [([], '1'), ('A', '1'), ('D', '0'), (('A', 'B'), '0'), (('B', 'D'), '1'), (('C', 'D'), '1')],5,8
B+A'C+C'D', [([], '1'), ('A', '1'), ('D', '0'), (('A', 'C'), '0'), (('B', 'D'), '1'), (('C', 'D'), '1')],5,8
C+AB+A'D', [([], '1'), ('A', '0'), ('B', '1'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('B', 'D'), '0')],5,8
D+AB+A'C', [([], '1'), ('A', '0'), ('B', '1'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('B', 'C'), '0')],5,8
B+AC+A'D', [([], '1'), ('A', '0'), ('C', '1'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('C', 'D'), '0')],5,8
CD+A'B'C', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('C', 'D'), '1')],5,8
CD+A'B'D', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('C', 'D'), '1')],5,8
B'D'+C'D', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0')],4,8
A+BC+C'D', [([], '1'), ('B', '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('B', 'D'), '0')],5,8
A+B'D+C'D', [([], '1'), ('B', '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'D'), '0'), (('C', 'D'), '1')],5,8
A+B'C+C'D', [([], '1'), ('B', '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'C'), '0'), (('C', 'D'), '1')],5,8
A+BC+B'D', [([], '1'), ('B', '0'), ('C', '1'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('C', 'D'), '0')],5,8
D+AB'+B'C', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '0'), (('A', 'C'), '1'), (('B', 'D'), '1')],5,8
C+AB'+B'D', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '0'), (('A', 'D'), '1'), (('B', 'C'), '1')],5,8
A+BC'+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('B', 'D'), '1')],5,8
B+AC'+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '0'), (('A', 'D'), '1'), (('B', 'C'), '1')],5,8
BC'+AC'D', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('B', 'C'), '0')],5,8
BD'+AC'D', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('B', 'D'), '0')],5,8
AC'+BC'D', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('B', 'D'), '0')],5,8
AD'+BC'D', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'D'), '0'), (('B', 'C'), '0'), (('B', 'D'), '0')],5,8
B'C+AB'D', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('B', 'C'), '0')],5,8
CD'+AB'D', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('C', 'D'), '0')],5,8
AB'+B'CD', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('C', 'D'), '0')],5,8
AD'+B'CD', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'D'), '0'), (('B', 'C'), '0'), (('C', 'D'), '0')],5,8
B'D+AB'C', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'D'), '0')],5,8
C'D+AB'C', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('C', 'D'), '0')],5,8
AB'+B'C'D, [([], '0'), ('A', '1'), ('D', '1'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,8
AC'+B'C'D, [([], '0'), ('A', '1'), ('D', '1'), (('A', 'C'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,8
AC+A'BC', [([], '0'), ('A', '0'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '1'), (('B', 'C'), '0')],5,8
AD+A'BD', [([], '0'), ('A', '0'), ('B', '1'), (('A', 'B'), '0'), (('A', 'D'), '1'), (('B', 'D'), '0')],5,8
AC+BC'D', [([], '0'), ('A', '0'), ('B', '1'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('B', 'D'), '0')],5,8
AD+BC'D', [([], '0'), ('A', '0'), ('B', '1'), (('A', 'D'), '1'), (('B', 'C'), '0'), (('B', 'D'), '0')],5,8
AB+B'CD', [([], '0'), ('A', '0'), ('C', '1'), (('A', 'B'), '1'), (('B', 'C'), '0'), (('C', 'D'), '0')],5,8
AD+A'CD', [([], '0'), ('A', '0'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '1'), (('C', 'D'), '0')],5,8
AD+B'CD', [([], '0'), ('A', '0'), ('C', '1'), (('A', 'D'), '1'), (('B', 'C'), '0'), (('C', 'D'), '0')],5,8
AB+B'C'D, [([], '0'), ('A', '0'), ('D', '1'), (('A', 'B'), '1'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,8
AC+B'C'D, [([], '0'), ('A', '0'), ('D', '1'), (('A', 'C'), '1'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,8
CD'+A'BD', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,8
