T, [([], '1'), ('A', '1')],0,1
A', [([], '1'), ('A', '0')],1,1
B', [([], '1'), ('B', '0')],1,1
C', [([], '1'), ('C', '0')],1,1
D', [([], '1'), ('D', '0')],1,1
E', [([], '1'), ('E', '0')],1,1
A, [([], '0'), ('A', '1')],1,1
F, [([], '0'), ('A', '0')],0,1
B, [([], '0'), ('B', '1')],1,1
C, [([], '0'), ('C', '1')],1,1
D, [([], '0'), ('D', '1')],1,1
E, [([], '0'), ('E', '1')],1,1
A'B', [([], '1'), ('A', '0'), ('B', '0')],2,2
A'C', [([], '1'), ('A', '0'), ('C', '0')],2,2
A'D', [([], '1'), ('A', '0'), ('D', '0')],2,2
A'E', [([], '1'), ('A', '0'), ('E', '0')],2,2
B'C', [([], '1'), ('B', '0'), ('C', '0')],2,2
B'D', [([], '1'), ('B', '0'), ('D', '0')],2,2
B'E', [([], '1'), ('B', '0'), ('E', '0')],2,2
C'D', [([], '1'), ('C', '0'), ('D', '0')],2,2
C'E', [([], '1'), ('C', '0'), ('E', '0')],2,2
D'E', [([], '1'), ('D', '0'), ('E', '0')],2,2
A+B, [([], '0'), ('A', '1'), ('B', '1')],2,2
A+C, [([], '0'), ('A', '1'), ('C', '1')],2,2
A+D, [([], '0'), ('A', '1'), ('D', '1')],2,2
A+E, [([], '0'), ('A', '1'), ('E', '1')],2,2
B+C, [([], '0'), ('B', '1'), ('C', '1')],2,2
B+D, [([], '0'), ('B', '1'), ('D', '1')],2,2
B+E, [([], '0'), ('B', '1'), ('E', '1')],2,2
C+D, [([], '0'), ('C', '1'), ('D', '1')],2,2
C+E, [([], '0'), ('C', '1'), ('E', '1')],2,2
D+E, [([], '0'), ('D', '1'), ('E', '1')],2,2
A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0')],3,3
A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0')],3,3
A'B'E', [([], '1'), ('A', '0'), ('B', '0'), ('E', '0')],3,3
A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0')],3,3
A'C'E', [([], '1'), ('A', '0'), ('C', '0'), ('E', '0')],3,3
A'D'E', [([], '1'), ('A', '0'), ('D', '0'), ('E', '0')],3,3
B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0')],3,3
B'C'E', [([], '1'), ('B', '0'), ('C', '0'), ('E', '0')],3,3
B'D'E', [([], '1'), ('B', '0'), ('D', '0'), ('E', '0')],3,3
C'D'E', [([], '1'), ('C', '0'), ('D', '0'), ('E', '0')],3,3
A+B+C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1')],3,3
A+B+D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1')],3,3
A+B+E, [([], '0'), ('A', '1'), ('B', '1'), ('E', '1')],3,3
A+C+D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1')],3,3
A+C+E, [([], '0'), ('A', '1'), ('C', '1'), ('E', '1')],3,3
A+D+E, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1')],3,3
B+C+D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1')],3,3
B+C+E, [([], '0'), ('B', '1'), ('C', '1'), ('E', '1')],3,3
B+D+E, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1')],3,3
C+D+E, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1')],3,3
A'+B, [([], '1'), ('A', '0'), (('A', 'B'), '1')],2,3
A'+C, [([], '1'), ('A', '0'), (('A', 'C'), '1')],2,3
A'+D, [([], '1'), ('A', '0'), (('A', 'D'), '1')],2,3
A'+E, [([], '1'), ('A', '0'), (('A', 'E'), '1')],2,3
A+B', [([], '1'), ('B', '0'), (('A', 'B'), '1')],2,3
B'+C, [([], '1'), ('B', '0'), (('B', 'C'), '1')],2,3
B'+D, [([], '1'), ('B', '0'), (('B', 'D'), '1')],2,3
B'+E, [([], '1'), ('B', '0'), (('B', 'E'), '1')],2,3
A+C', [([], '1'), ('C', '0'), (('A', 'C'), '1')],2,3
B+C', [([], '1'), ('C', '0'), (('B', 'C'), '1')],2,3
C'+D, [([], '1'), ('C', '0'), (('C', 'D'), '1')],2,3
C'+E, [([], '1'), ('C', '0'), (('C', 'E'), '1')],2,3
A+D', [([], '1'), ('D', '0'), (('A', 'D'), '1')],2,3
B+D', [([], '1'), ('D', '0'), (('B', 'D'), '1')],2,3
C+D', [([], '1'), ('D', '0'), (('C', 'D'), '1')],2,3
D'+E, [([], '1'), ('D', '0'), (('D', 'E'), '1')],2,3
A+E', [([], '1'), ('E', '0'), (('A', 'E'), '1')],2,3
B+E', [([], '1'), ('E', '0'), (('B', 'E'), '1')],2,3
C+E', [([], '1'), ('E', '0'), (('C', 'E'), '1')],2,3
D+E', [([], '1'), ('E', '0'), (('D', 'E'), '1')],2,3
AB', [([], '0'), ('A', '1'), (('A', 'B'), '0')],2,3
AC', [([], '0'), ('A', '1'), (('A', 'C'), '0')],2,3
AD', [([], '0'), ('A', '1'), (('A', 'D'), '0')],2,3
AE', [([], '0'), ('A', '1'), (('A', 'E'), '0')],2,3
A'B, [([], '0'), ('B', '1'), (('A', 'B'), '0')],2,3
BC', [([], '0'), ('B', '1'), (('B', 'C'), '0')],2,3
BD', [([], '0'), ('B', '1'), (('B', 'D'), '0')],2,3
BE', [([], '0'), ('B', '1'), (('B', 'E'), '0')],2,3
A'C, [([], '0'), ('C', '1'), (('A', 'C'), '0')],2,3
B'C, [([], '0'), ('C', '1'), (('B', 'C'), '0')],2,3
CD', [([], '0'), ('C', '1'), (('C', 'D'), '0')],2,3
CE', [([], '0'), ('C', '1'), (('C', 'E'), '0')],2,3
A'D, [([], '0'), ('D', '1'), (('A', 'D'), '0')],2,3
B'D, [([], '0'), ('D', '1'), (('B', 'D'), '0')],2,3
C'D, [([], '0'), ('D', '1'), (('C', 'D'), '0')],2,3
DE', [([], '0'), ('D', '1'), (('D', 'E'), '0')],2,3
A'E, [([], '0'), ('E', '1'), (('A', 'E'), '0')],2,3
B'E, [([], '0'), ('E', '1'), (('B', 'E'), '0')],2,3
C'E, [([], '0'), ('E', '1'), (('C', 'E'), '0')],2,3
D'E, [([], '0'), ('E', '1'), (('D', 'E'), '0')],2,3
A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0')],4,4
A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0')],4,4
A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0')],4,4
A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0')],4,4
B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0')],4,4
A+B+C+D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1')],4,4
A+B+C+E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1')],4,4
A+B+D+E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1')],4,4
A+C+D+E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1')],4,4
B+C+D+E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1')],4,4
A'+B', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0')],2,4
BC'+B'C+B'E, [([], '0'), ('B', '1'), ('C', '1'), ('E', '1'), (('B', 'C', 'E'), '0')],6,6
C+BD'+B'E, [([], '0'), ('B', '1'), ('C', '1'), ('E', '1'), (('B', 'D', 'E'), '0')],5,6
B+CD'+C'E, [([], '0'), ('B', '1'), ('C', '1'), ('E', '1'), (('C', 'D', 'E'), '0')],5,6
E+A'B+A'D, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'D'), '0')],5,6
D+A'B+A'E, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'E'), '0')],5,6
B+A'D+A'E, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'D', 'E'), '0')],5,6
E+BC'+B'D, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1'), (('B', 'C', 'D'), '0')],5,6
D+BC'+B'E, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1'), (('B', 'C', 'E'), '0')],5,6
BD'+B'D+B'E, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1'), (('B', 'D', 'E'), '0')],6,6
B+C'D+C'E, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1'), (('C', 'D', 'E'), '0')],5,6
E+A'C+A'D, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'C', 'D'), '0')],5,6
D+A'C+A'E, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'C', 'E'), '0')],5,6
C+A'D+A'E, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'D', 'E'), '0')],5,6
E+B'C+B'D, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'C', 'D'), '0')],5,6
D+B'C+B'E, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'C', 'E'), '0')],5,6
C+B'D+B'E, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'D', 'E'), '0')],5,6
CD'+C'D+C'E, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1'), (('C', 'D', 'E'), '0')],6,6
A'+B'C', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '0')],3,6
A'+B'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'D'), '0')],3,6
A'+B'E', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'E'), '0')],3,6
B'+A'C', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'C'), '0')],3,6
B'+A'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'D'), '0')],3,6
B'+A'E', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'E'), '0')],3,6
AB+B'C', [([], '1'), ('A', '1'), ('B', '0'), (('A', 'B'), '1'), (('A', 'C'), '0')],4,6
AB+B'D', [([], '1'), ('A', '1'), ('B', '0'), (('A', 'B'), '1'), (('A', 'D'), '0')],4,6
AB+B'E', [([], '1'), ('A', '1'), ('B', '0'), (('A', 'B'), '1'), (('A', 'E'), '0')],4,6
A'C+B'C', [([], '1'), ('A', '1'), ('B', '0'), (('A', 'C'), '0'), (('B', 'C'), '1')],4,6
A'D+B'D', [([], '1'), ('A', '1'), ('B', '0'), (('A', 'D'), '0'), (('B', 'D'), '1')],4,6
A'E+B'E', [([], '1'), ('A', '1'), ('B', '0'), (('A', 'E'), '0'), (('B', 'E'), '1')],4,6
A'+C'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0')],3,6
A'+C'E', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'E'), '0')],3,6
C'+A'B', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'C'), '0')],3,6
C'+A'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('C', 'D'), '0')],3,6
C'+A'E', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('C', 'E'), '0')],3,6
A'B+B'C', [([], '1'), ('A', '1'), ('C', '0'), (('A', 'B'), '0'), (('B', 'C'), '1')],4,6
AC+C'D', [([], '1'), ('A', '1'), ('C', '0'), (('A', 'C'), '1'), (('A', 'D'), '0')],4,6
AC+C'E', [([], '1'), ('A', '1'), ('C', '0'), (('A', 'C'), '1'), (('A', 'E'), '0')],4,6
A'D+C'D', [([], '1'), ('A', '1'), ('C', '0'), (('A', 'D'), '0'), (('C', 'D'), '1')],4,6
A'E+C'E', [([], '1'), ('A', '1'), ('C', '0'), (('A', 'E'), '0'), (('C', 'E'), '1')],4,6
A'+D'E', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('A', 'E'), '0')],3,6
D'+A'B', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '0')],3,6
D'+A'C', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('C', 'D'), '0')],3,6
D'+A'E', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('D', 'E'), '0')],3,6
A'B+B'D', [([], '1'), ('A', '1'), ('D', '0'), (('A', 'B'), '0'), (('B', 'D'), '1')],4,6
A'C+C'D', [([], '1'), ('A', '1'), ('D', '0'), (('A', 'C'), '0'), (('C', 'D'), '1')],4,6
AD+D'E', [([], '1'), ('A', '1'), ('D', '0'), (('A', 'D'), '1'), (('A', 'E'), '0')],4,6
A'E+D'E', [([], '1'), ('A', '1'), ('D', '0'), (('A', 'E'), '0'), (('D', 'E'), '1')],4,6
E'+A'B', [([], '1'), ('A', '1'), ('E', '1'), (('A', 'E'), '0'), (('B', 'E'), '0')],3,6
E'+A'C', [([], '1'), ('A', '1'), ('E', '1'), (('A', 'E'), '0'), (('C', 'E'), '0')],3,6
E'+A'D', [([], '1'), ('A', '1'), ('E', '1'), (('A', 'E'), '0'), (('D', 'E'), '0')],3,6
A'B+B'E', [([], '1'), ('A', '1'), ('E', '0'), (('A', 'B'), '0'), (('B', 'E'), '1')],4,6
A'C+C'E', [([], '1'), ('A', '1'), ('E', '0'), (('A', 'C'), '0'), (('C', 'E'), '1')],4,6
A'D+D'E', [([], '1'), ('A', '1'), ('E', '0'), (('A', 'D'), '0'), (('D', 'E'), '1')],4,6
AB+A'C', [([], '1'), ('A', '0'), ('B', '1'), (('A', 'B'), '1'), (('B', 'C'), '0')],4,6
AB+A'D', [([], '1'), ('A', '0'), ('B', '1'), (('A', 'B'), '1'), (('B', 'D'), '0')],4,6
AB+A'E', [([], '1'), ('A', '0'), ('B', '1'), (('A', 'B'), '1'), (('B', 'E'), '0')],4,6
C+AB+A'B', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'B'), '1'), (('A', 'C'), '1')],5,6
D+AB+A'B', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'B'), '1'), (('A', 'D'), '1')],5,6
E+AB+A'B', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'B'), '1'), (('A', 'E'), '1')],5,6
C+D+A'B', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'C'), '1'), (('A', 'D'), '1')],4,6
C+E+A'B', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'C'), '1'), (('A', 'E'), '1')],4,6
D+E+A'B', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'D'), '1'), (('A', 'E'), '1')],4,6
AD+A'B'C', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'D'), '1'), (('C', 'D'), '0')],5,6
AE+A'B'C', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'E'), '1'), (('C', 'E'), '0')],5,6
AE+A'B'D', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'E'), '1'), (('D', 'E'), '0')],5,6
BD+A'B'C', [([], '1'), ('A', '0'), ('B', '0'), (('B', 'D'), '1'), (('C', 'D'), '0')],5,6
BE+A'B'C', [([], '1'), ('A', '0'), ('B', '0'), (('B', 'E'), '1'), (('C', 'E'), '0')],5,6
BE+A'B'D', [([], '1'), ('A', '0'), ('B', '0'), (('B', 'E'), '1'), (('D', 'E'), '0')],5,6
AC+A'D', [([], '1'), ('A', '0'), ('C', '1'), (('A', 'C'), '1'), (('C', 'D'), '0')],4,6
AC+A'E', [([], '1'), ('A', '0'), ('C', '1'), (('A', 'C'), '1'), (('C', 'E'), '0')],4,6
B+AC+A'C', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'C'), '1')],5,6
B+D+A'C', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'D'), '1')],4,6
B+E+A'C', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'E'), '1')],4,6
D+AC+A'C', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'C'), '1'), (('A', 'D'), '1')],5,6
E+AC+A'C', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'C'), '1'), (('A', 'E'), '1')],5,6
D+E+A'C', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'D'), '1'), (('A', 'E'), '1')],4,6
AE+A'C'D', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'E'), '1'), (('D', 'E'), '0')],5,6
B'D+A'B'C', [([], '1'), ('A', '0'), ('C', '0'), (('B', 'D'), '0'), (('C', 'D'), '1')],5,6
B'E+A'B'C', [([], '1'), ('A', '0'), ('C', '0'), (('B', 'E'), '0'), (('C', 'E'), '1')],5,6
CE+A'C'D', [([], '1'), ('A', '0'), ('C', '0'), (('C', 'E'), '1'), (('D', 'E'), '0')],5,6
AD+A'E', [([], '1'), ('A', '0'), ('D', '1'), (('A', 'D'), '1'), (('D', 'E'), '0')],4,6
B+C+A'D', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'C'), '1')],4,6
B+AD+A'D', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'D'), '1')],5,6
B+E+A'D', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'E'), '1')],4,6
C+AD+A'D', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'D'), '1')],5,6
C+E+A'D', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'E'), '1')],4,6
AC+A'B'D', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'C'), '1'), (('B', 'C'), '0')],5,6
E+AD+A'D', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'D'), '1'), (('A', 'E'), '1')],5,6
B'C+A'B'D', [([], '1'), ('A', '0'), ('D', '0'), (('B', 'C'), '0'), (('C', 'D'), '1')],5,6
B'E+A'B'D', [([], '1'), ('A', '0'), ('D', '0'), (('B', 'E'), '0'), (('D', 'E'), '1')],5,6
C'E+A'C'D', [([], '1'), ('A', '0'), ('D', '0'), (('C', 'E'), '0'), (('D', 'E'), '1')],5,6
B+C+A'E', [([], '1'), ('A', '0'), ('E', '0'), (('A', 'B'), '1'), (('A', 'C'), '1')],4,6
B+D+A'E', [([], '1'), ('A', '0'), ('E', '0'), (('A', 'B'), '1'), (('A', 'D'), '1')],4,6
B+AE+A'E', [([], '1'), ('A', '0'), ('E', '0'), (('A', 'B'), '1'), (('A', 'E'), '1')],5,6
C+D+A'E', [([], '1'), ('A', '0'), ('E', '0'), (('A', 'C'), '1'), (('A', 'D'), '1')],4,6
C+AE+A'E', [([], '1'), ('A', '0'), ('E', '0'), (('A', 'C'), '1'), (('A', 'E'), '1')],5,6
AC+A'B'E', [([], '1'), ('A', '0'), ('E', '0'), (('A', 'C'), '1'), (('B', 'C'), '0')],5,6
D+AE+A'E', [([], '1'), ('A', '0'), ('E', '0'), (('A', 'D'), '1'), (('A', 'E'), '1')],5,6
AD+A'B'E', [([], '1'), ('A', '0'), ('E', '0'), (('A', 'D'), '1'), (('B', 'D'), '0')],5,6
AD+A'C'E', [([], '1'), ('A', '0'), ('E', '0'), (('A', 'D'), '1'), (('C', 'D'), '0')],5,6
B'C+A'B'E', [([], '1'), ('A', '0'), ('E', '0'), (('B', 'C'), '0'), (('C', 'E'), '1')],5,6
B'D+A'B'E', [([], '1'), ('A', '0'), ('E', '0'), (('B', 'D'), '0'), (('D', 'E'), '1')],5,6
C'D+A'C'E', [([], '1'), ('A', '0'), ('E', '0'), (('C', 'D'), '0'), (('D', 'E'), '1')],5,6
B'+C'D', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'D'), '0')],3,6
B'+C'E', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'E'), '0')],3,6
C'+B'D', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('C', 'D'), '0')],3,6
C'+B'E', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('C', 'E'), '0')],3,6
BC+C'D', [([], '1'), ('B', '1'), ('C', '0'), (('B', 'C'), '1'), (('B', 'D'), '0')],4,6
BC+C'E', [([], '1'), ('B', '1'), ('C', '0'), (('B', 'C'), '1'), (('B', 'E'), '0')],4,6
B'D+C'D', [([], '1'), ('B', '1'), ('C', '0'), (('B', 'D'), '0'), (('C', 'D'), '1')],4,6
B'E+C'E', [([], '1'), ('B', '1'), ('C', '0'), (('B', 'E'), '0'), (('C', 'E'), '1')],4,6
B'+D'E', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('B', 'E'), '0')],3,6
D'+B'C', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('C', 'D'), '0')],3,6
D'+B'E', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('D', 'E'), '0')],3,6
B'C+C'D', [([], '1'), ('B', '1'), ('D', '0'), (('B', 'C'), '0'), (('C', 'D'), '1')],4,6
BD+D'E', [([], '1'), ('B', '1'), ('D', '0'), (('B', 'D'), '1'), (('B', 'E'), '0')],4,6
B'E+D'E', [([], '1'), ('B', '1'), ('D', '0'), (('B', 'E'), '0'), (('D', 'E'), '1')],4,6
E'+B'C', [([], '1'), ('B', '1'), ('E', '1'), (('B', 'E'), '0'), (('C', 'E'), '0')],3,6
E'+B'D', [([], '1'), ('B', '1'), ('E', '1'), (('B', 'E'), '0'), (('D', 'E'), '0')],3,6
B'C+C'E', [([], '1'), ('B', '1'), ('E', '0'), (('B', 'C'), '0'), (('C', 'E'), '1')],4,6
B'D+D'E', [([], '1'), ('B', '1'), ('E', '0'), (('B', 'D'), '0'), (('D', 'E'), '1')],4,6
BC+B'D', [([], '1'), ('B', '0'), ('C', '1'), (('B', 'C'), '1'), (('C', 'D'), '0')],4,6
BC+B'E', [([], '1'), ('B', '0'), ('C', '1'), (('B', 'C'), '1'), (('C', 'E'), '0')],4,6
A+BC+B'C', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('B', 'C'), '1')],5,6
A+D+B'C', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('B', 'D'), '1')],4,6
A+E+B'C', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('B', 'E'), '1')],4,6
AB'+B'C', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '0'), (('A', 'C'), '1')],4,6
A'D+A'B'C', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'D'), '0'), (('B', 'D'), '1')],5,6
A'E+A'B'C', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'E'), '0'), (('B', 'E'), '1')],5,6
D+BC+B'C', [([], '1'), ('B', '0'), ('C', '0'), (('B', 'C'), '1'), (('B', 'D'), '1')],5,6
E+BC+B'C', [([], '1'), ('B', '0'), ('C', '0'), (('B', 'C'), '1'), (('B', 'E'), '1')],5,6
D+E+B'C', [([], '1'), ('B', '0'), ('C', '0'), (('B', 'D'), '1'), (('B', 'E'), '1')],4,6
BE+B'C'D', [([], '1'), ('B', '0'), ('C', '0'), (('B', 'E'), '1'), (('D', 'E'), '0')],5,6
CE+B'C'D', [([], '1'), ('B', '0'), ('C', '0'), (('C', 'E'), '1'), (('D', 'E'), '0')],5,6
BD+B'E', [([], '1'), ('B', '0'), ('D', '1'), (('B', 'D'), '1'), (('D', 'E'), '0')],4,6
A+C+B'D', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('B', 'C'), '1')],4,6
A+BD+B'D', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('B', 'D'), '1')],5,6
A+E+B'D', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('B', 'E'), '1')],4,6
AB'+B'D', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '0'), (('A', 'D'), '1')],4,6
A'C+A'B'D', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'C'), '0'), (('B', 'C'), '1')],5,6
A'E+A'B'D', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'E'), '0'), (('B', 'E'), '1')],5,6
C+BD+B'D', [([], '1'), ('B', '0'), ('D', '0'), (('B', 'C'), '1'), (('B', 'D'), '1')],5,6
C+E+B'D', [([], '1'), ('B', '0'), ('D', '0'), (('B', 'C'), '1'), (('B', 'E'), '1')],4,6
E+BD+B'D', [([], '1'), ('B', '0'), ('D', '0'), (('B', 'D'), '1'), (('B', 'E'), '1')],5,6
C'E+B'C'D', [([], '1'), ('B', '0'), ('D', '0'), (('C', 'E'), '0'), (('D', 'E'), '1')],5,6
A+C+B'E', [([], '1'), ('B', '0'), ('E', '0'), (('A', 'B'), '1'), (('B', 'C'), '1')],4,6
A+D+B'E', [([], '1'), ('B', '0'), ('E', '0'), (('A', 'B'), '1'), (('B', 'D'), '1')],4,6
A+BE+B'E', [([], '1'), ('B', '0'), ('E', '0'), (('A', 'B'), '1'), (('B', 'E'), '1')],5,6
AB'+B'E', [([], '1'), ('B', '0'), ('E', '0'), (('A', 'B'), '0'), (('A', 'E'), '1')],4,6
A'C+A'B'E', [([], '1'), ('B', '0'), ('E', '0'), (('A', 'C'), '0'), (('B', 'C'), '1')],5,6
A'D+A'B'E', [([], '1'), ('B', '0'), ('E', '0'), (('A', 'D'), '0'), (('B', 'D'), '1')],5,6
C+D+B'E', [([], '1'), ('B', '0'), ('E', '0'), (('B', 'C'), '1'), (('B', 'D'), '1')],4,6
C+BE+B'E', [([], '1'), ('B', '0'), ('E', '0'), (('B', 'C'), '1'), (('B', 'E'), '1')],5,6
D+BE+B'E', [([], '1'), ('B', '0'), ('E', '0'), (('B', 'D'), '1'), (('B', 'E'), '1')],5,6
BD+B'C'E', [([], '1'), ('B', '0'), ('E', '0'), (('B', 'D'), '1'), (('C', 'D'), '0')],5,6
C'D+B'C'E', [([], '1'), ('B', '0'), ('E', '0'), (('C', 'D'), '0'), (('D', 'E'), '1')],5,6
C'+D'E', [([], '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('C', 'E'), '0')],3,6
D'+C'E', [([], '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('D', 'E'), '0')],3,6
CD+D'E', [([], '1'), ('C', '1'), ('D', '0'), (('C', 'D'), '1'), (('C', 'E'), '0')],4,6
C'E+D'E', [([], '1'), ('C', '1'), ('D', '0'), (('C', 'E'), '0'), (('D', 'E'), '1')],4,6
E'+C'D', [([], '1'), ('C', '1'), ('E', '1'), (('C', 'E'), '0'), (('D', 'E'), '0')],3,6
C'D+D'E', [([], '1'), ('C', '1'), ('E', '0'), (('C', 'D'), '0'), (('D', 'E'), '1')],4,6
CD+C'E', [([], '1'), ('C', '0'), ('D', '1'), (('C', 'D'), '1'), (('D', 'E'), '0')],4,6
A'B+A'C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'B'), '0'), (('B', 'C'), '1')],5,6
A+B+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('B', 'C'), '1')],4,6
A+CD+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('C', 'D'), '1')],5,6
A+E+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('C', 'E'), '1')],4,6
AC'+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '0'), (('A', 'D'), '1')],4,6
